branch	metric	n	remission	nonremission	mean_remission	mean_nonremission	estimate	se	lower	upper	p_OLS	se_HC3	lower_HC3	upper_HC3	p_HC3	p_exact_permutation	df	permutation_assignments	BH_two_main
author_annotated::v31_only::threshold50	delta_ct_logit_all	15	6	9	0.6411601147019039	-0.1553314343049546	0.7964915490068585	0.5424275374239761	-0.3753519012461972	1.9683349992599142	0.16577738629522143	0.5727366658805776	-0.4408307923685435	2.0338138903822607	0.18767130487548914	0.16663336663336664	13	5005	
author_annotated::v31_only::threshold50	delta_ct_state_score	10	5	5	1.3969798379211062	-0.8918843633582118	2.288864201279318	0.841192650760333	0.34907047012263637	4.228657932436	0.02620915146048737	0.9404819746366724	0.12010887868217202	4.457619523876463	0.040964213082455195	0.031746031746031744	8	252	
author_annotated::v31_only::threshold50	delta_epi_score	15	6	9	1.187946799018172	-0.18298137593765246	1.3709281749558244	0.869217551102723	-0.506902178093843	3.248758528005492	0.13876430136756396	0.7736743617655746	-0.30049366651137754	3.0423500164230264	0.0998213174276795	0.13886113886113885	13	5005	
author_annotated::v31_only::threshold50	composition_contribution	10	5	5	-0.04820499756003997	-0.03830747110542569	-0.00989752645461428	0.24518434292292007	-0.5752936351221842	0.5554985822129557	0.9687892406047354	0.27412442889713434	-0.6420295930518864	0.6222345401426579	0.9720825427758201	0.9841269841269841	8	252	
author_annotated::v31_only::threshold50	within_state_contribution	10	5	5	0.590821543329199	-0.8166585551180962	1.4074800984472953	0.7504126467211825	-0.32297456800125435	3.137934764895845	0.09756223468892883	0.8389868446220493	-0.5272270346330454	3.342187231527636	0.1319469438312036	0.1111111111111111	8	252	
author_annotated::v31_only::threshold50	total_epi_linear_change	10	5	5	0.5426165457691589	-0.8549660262235218	1.3975825719926807	0.8819650393886848	-0.6362324559431314	3.4313975999284927	0.15171142710170354	0.9860668909256893	-0.876291756069874	3.6714569000552353	0.19413415581597437	0.15873015873015872	8	252	
exclude_predicted_doublets::all_fixed::threshold10	delta_ct_logit_epi	19	6	13	-0.13880709601311528	0.04942650881638537	-0.18823360482950063	0.26898491030602517	-0.7557421587952498	0.37927494913624843	0.4935225799597306	0.29924007494103166	-0.8195749764520981	0.44310776679309677	0.5376854534406551	0.49026979212737726	17	27132	
exclude_predicted_doublets::all_fixed::threshold10	delta_ct_logit_all	19	6	13	0.6411601147019039	-0.21368554846261537	0.8548456631645193	0.47390637272335606	-0.14500938444169886	1.8547007107707374	0.08900789632686772	0.511777686800761	-0.22491087283522593	1.9346021991642646	0.11315817212367368	0.0896358543417367	17	27132	
exclude_predicted_doublets::all_fixed::threshold10	delta_ct_state_score	18	6	12	1.7682529633038904	-0.12661828926342902	1.8948712525673195	0.9569564396654323	-0.1337857750033351	3.9235282801379743	0.06515750340266928	0.8264242998891992	0.14292999982699084	3.646812505307648	0.03574384516931763	0.063887093298858	16	18564	
exclude_predicted_doublets::all_fixed::threshold10	delta_epi_score	19	6	13	1.187946799018172	-0.16593047075980655	1.3538772697779786	0.7646966754306818	-0.2594916883630207	2.967246227918978	0.09457684447463217	0.5881323047777266	0.11302657133091976	2.5947279682250377	0.03425038197369282	0.0944641014300457	17	27132	
exclude_predicted_doublets::all_fixed::threshold10	composition_contribution	18	6	12	-0.10767547275260365	0.12593560103064427	-0.2336110737832479	0.13826131734555364	-0.5267119731013986	0.059489825534902785	0.11048533430842002	0.13186443058463213	-0.5131511789584029	0.045929031391907016	0.0955027017127142	0.10929756517991812	16	18564	
exclude_predicted_doublets::all_fixed::threshold10	within_state_contribution	18	6	12	0.6905227643292752	-0.265562858733582	0.9560856230628572	0.5624234961087557	-0.23619892674463872	2.148370172870353	0.10849602744706151	0.4881031468701906	-0.0786468245538301	1.9908180706795444	0.06780460588462232	0.10805860805860806	16	18564	
exclude_predicted_doublets::all_fixed::threshold10	total_epi_linear_change	18	6	12	0.5828472915766717	-0.13962725770293768	0.7224745492796094	0.6350910559864009	-0.6238583457939844	2.068807444353203	0.2720403180324425	0.5451872909782056	-0.43327087793316865	1.8782199764923875	0.20372312085776978	0.2700387847446671	16	18564	
exclude_predicted_doublets::all_fixed::threshold20	delta_ct_logit_epi	19	6	13	-0.13880709601311528	0.04942650881638537	-0.18823360482950063	0.26898491030602517	-0.7557421587952498	0.37927494913624843	0.4935225799597306	0.29924007494103166	-0.8195749764520981	0.44310776679309677	0.5376854534406551	0.49026979212737726	17	27132	0.49026979212737726
exclude_predicted_doublets::all_fixed::threshold20	delta_ct_logit_all	19	6	13	0.6411601147019039	-0.21368554846261537	0.8548456631645193	0.47390637272335606	-0.14500938444169886	1.8547007107707374	0.08900789632686772	0.511777686800761	-0.22491087283522593	1.9346021991642646	0.11315817212367368	0.0896358543417367	17	27132	
exclude_predicted_doublets::all_fixed::threshold20	delta_ct_state_score	16	6	10	1.7682529633038904	-0.7880342525793814	2.556287215883272	0.6009176020630962	1.2674471424428548	3.845127289323689	0.0008019419302361891	0.638053286160417	1.1877990215442003	3.9247754102223436	0.0012996756044911313	0.0004995004995004995	14	8008	0.000999000999000999
exclude_predicted_doublets::all_fixed::threshold20	delta_epi_score	19	6	13	1.187946799018172	-0.16593047075980655	1.3538772697779786	0.7646966754306818	-0.2594916883630207	2.967246227918978	0.09457684447463217	0.5881323047777266	0.11302657133091976	2.5947279682250377	0.03425038197369282	0.0944641014300457	17	27132	
exclude_predicted_doublets::all_fixed::threshold20	composition_contribution	16	6	10	-0.10767547275260365	0.03376339035454952	-0.14143886310715317	0.1828057314964545	-0.5335181624958252	0.2506404362815188	0.45196931226948667	0.16733530858862966	-0.5003374053866638	0.2174596791723575	0.41218859502336325	0.46403596403596403	14	8008	
exclude_predicted_doublets::all_fixed::threshold20	within_state_contribution	16	6	10	0.6905227643292752	-0.7926256292303033	1.4831483935595786	0.5234064348970758	0.3605532396218136	2.605743547497344	0.013271044505963276	0.4892601783689928	0.4337896760654725	2.5325071110536848	0.008974772811270194	0.01560939060939061	14	8008	
exclude_predicted_doublets::all_fixed::threshold20	total_epi_linear_change	16	6	10	0.5828472915766717	-0.7588622388757537	1.3417095304524254	0.6036368588304377	0.04703723129638382	2.636381829608467	0.043218234035922544	0.5561240651872013	0.148942038608183	2.5344770222966675	0.030132003007389743	0.044705294705294704	14	8008	
exclude_predicted_doublets::all_fixed::threshold50	delta_ct_logit_epi	19	6	13	-0.13880709601311528	0.04942650881638537	-0.18823360482950063	0.26898491030602517	-0.7557421587952498	0.37927494913624843	0.4935225799597306	0.29924007494103166	-0.8195749764520981	0.44310776679309677	0.5376854534406551	0.49026979212737726	17	27132	
exclude_predicted_doublets::all_fixed::threshold50	delta_ct_logit_all	19	6	13	0.6411601147019039	-0.21368554846261537	0.8548456631645193	0.47390637272335606	-0.14500938444169886	1.8547007107707374	0.08900789632686772	0.511777686800761	-0.22491087283522593	1.9346021991642646	0.11315817212367368	0.0896358543417367	17	27132	
exclude_predicted_doublets::all_fixed::threshold50	delta_ct_state_score	13	5	8	1.3969798379211062	-0.6750656461495774	2.0720454840706837	0.6947868066879546	0.5428300331230376	3.60126093501833	0.012468692015214135	0.8001283766306109	0.3109748009384956	3.8331161672028715	0.02515429790782462	0.012432012432012432	11	1287	
exclude_predicted_doublets::all_fixed::threshold50	delta_epi_score	19	6	13	1.187946799018172	-0.16593047075980655	1.3538772697779786	0.7646966754306818	-0.2594916883630207	2.967246227918978	0.09457684447463217	0.5881323047777266	0.11302657133091976	2.5947279682250377	0.03425038197369282	0.0944641014300457	17	27132	
exclude_predicted_doublets::all_fixed::threshold50	composition_contribution	13	5	8	-0.04820499756003997	0.043227826664880155	-0.09143282422492013	0.21064963163888195	-0.5550695374408695	0.3722038889910292	0.6726416645147819	0.18798830613936035	-0.5051922963084162	0.3223266478585759	0.6362463890980063	0.7086247086247086	11	1287	
exclude_predicted_doublets::all_fixed::threshold50	within_state_contribution	13	5	8	0.590821543329199	-0.7451188939699172	1.3359404372991162	0.619791468963477	-0.02821138824089431	2.7000922628391266	0.05412960709999748	0.5997866406075946	0.015818942100583433	2.656061932497649	0.04774654255370926	0.06060606060606061	11	1287	
exclude_predicted_doublets::all_fixed::threshold50	total_epi_linear_change	13	5	8	0.5426165457691589	-0.7018910673050367	1.2445076130741954	0.7079097528860439	-0.3135912477121263	2.802606473860517	0.10650114067507516	0.6830162062358248	-0.25880092095294516	2.747816147101336	0.09571808790546638	0.10955710955710955	11	1287	
exclude_predicted_doublets::author_both::threshold10	delta_ct_logit_epi	17	4	13	-0.10492798951794588	0.03875878104265618	-0.14368677056060206	0.3627706424792342	-0.9169140916153937	0.6295405504941896	0.6976218478998855	0.46022917170921535	-1.124642029453561	0.837268488332357	0.7591811815940084	0.6899159663865546	15	2380	
exclude_predicted_doublets::author_both::threshold10	delta_ct_logit_all	17	4	13	1.2411217502379979	-0.1861691900364422	1.42729094027444	0.5334118657647559	0.2903504613939589	2.564231419154921	0.017277282412437114	0.3389392387402444	0.7048590538891697	2.14972282665971	0.0007558438465014848	0.015126050420168067	15	2380	
exclude_predicted_doublets::author_both::threshold10	delta_ct_state_score	16	4	12	2.1537879034295395	-0.0521174566109622	2.205905360040502	1.144401231058306	-0.24859116597009967	4.660401886051103	0.07444730001826816	0.9520144126080199	0.16403752117293324	4.247773198908071	0.03615811481619686	0.07802197802197802	14	1820	
exclude_predicted_doublets::author_both::threshold10	delta_epi_score	17	4	13	1.4290269181538298	-0.1243449923586354	1.5533719105124653	0.951687588170379	-0.4751021668081683	3.581845987833099	0.12344216493247884	0.6344901174284221	0.2009882380574861	2.905755582967444	0.027136041140338244	0.12563025210084033	15	2380	
exclude_predicted_doublets::author_both::threshold10	composition_contribution	16	4	12	-0.08131191282655553	0.10737024825732144	-0.18868216108387698	0.24643319165960506	-0.7172287900164946	0.33986446784874075	0.4565981925894913	0.20794837264835303	-0.6346870625142353	0.2573227403464814	0.37957438512759833	0.45384615384615384	14	1820	
exclude_predicted_doublets::author_both::threshold10	within_state_contribution	16	4	12	0.5992140643958332	-0.038799527048639496	0.6380135914444728	0.6650999059158542	-0.7884838328992351	2.0645110157881805	0.3536951842597835	0.5754696215905791	-0.5962459922440974	1.872273175133043	0.2862498520149592	0.3510989010989011	14	1820	
